"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"23.09.2019 07:00 - 23.09.2019 07:30","34592","33257"
"23.09.2019 07:30 - 23.09.2019 08:00","34094","33920"
"23.09.2019 08:00 - 23.09.2019 08:30","34175","33924"
"23.09.2019 08:30 - 23.09.2019 09:00","34608","34159"
"23.09.2019 09:00 - 23.09.2019 09:30","35110","32881"
"23.09.2019 09:30 - 23.09.2019 10:00","35582","33137"
"23.09.2019 10:00 - 23.09.2019 10:30","35887","33808"
"23.09.2019 10:30 - 23.09.2019 11:00","36065","34667"
"23.09.2019 11:00 - 23.09.2019 11:30","36116","34164"
"23.09.2019 11:30 - 23.09.2019 12:00","35895","33846"
"23.09.2019 12:00 - 23.09.2019 12:30","35557","34105"
"23.09.2019 12:30 - 23.09.2019 13:00","35163","33907"
"23.09.2019 13:00 - 23.09.2019 13:30","34761","33757"
"23.09.2019 13:30 - 23.09.2019 14:00","34382","33456"
"23.09.2019 14:00 - 23.09.2019 14:30","34417","33725"
"23.09.2019 14:30 - 23.09.2019 15:00","34945","34311"
"23.09.2019 15:00 - 23.09.2019 15:30","35613","34403"
"23.09.2019 15:30 - 23.09.2019 16:00","36289","35001"
"23.09.2019 16:00 - 23.09.2019 16:30","36619","35356"
"23.09.2019 16:30 - 23.09.2019 17:00","36184","35710"
"23.09.2019 17:00 - 23.09.2019 17:30","35653","35664"
"23.09.2019 17:30 - 23.09.2019 18:00","35364","35676"
"23.09.2019 18:00 - 23.09.2019 18:30","35636","35098"
"23.09.2019 18:30 - 23.09.2019 19:00","35927","34539"
"23.09.2019 19:00 - 23.09.2019 19:30","34972","33223"
"23.09.2019 19:30 - 23.09.2019 20:00","33467","31610"
"23.09.2019 20:00 - 23.09.2019 20:30","31770","30211"
"23.09.2019 20:30 - 23.09.2019 21:00","29956","28284"
"23.09.2019 21:00 - 23.09.2019 21:30","28103","26114"
"23.09.2019 21:30 - 23.09.2019 22:00","25996","24061"
"23.09.2019 22:00 - 23.09.2019 22:30","24232","23292"
"23.09.2019 22:30 - 23.09.2019 23:00","23213","22387"
"23.09.2019 23:00 - 23.09.2019 23:30","22366","20450"
"23.09.2019 23:30 - 24.09.2019 00:00","21578","19435"
"24.09.2019 00:00 - 24.09.2019 00:30","21572","18857"
"24.09.2019 00:30 - 24.09.2019 01:00","21330","18585"
"24.09.2019 01:00 - 24.09.2019 01:30","21160","18881"
"24.09.2019 01:30 - 24.09.2019 02:00","20828","18622"
"24.09.2019 02:00 - 24.09.2019 02:30","20735","18911"
"24.09.2019 02:30 - 24.09.2019 03:00","20750","19059"
"24.09.2019 03:00 - 24.09.2019 03:30","20907","19467"
"24.09.2019 03:30 - 24.09.2019 04:00","21417","19916"
"24.09.2019 04:00 - 24.09.2019 04:30","22364","21486"
"24.09.2019 04:30 - 24.09.2019 05:00","24433","23152"
"24.09.2019 05:00 - 24.09.2019 05:30","27319","25190"
"24.09.2019 05:30 - 24.09.2019 06:00","30297","27851"
"24.09.2019 06:00 - 24.09.2019 06:30","33065","29909"
"24.09.2019 06:30 - 24.09.2019 07:00","34586","31253"
"24.09.2019 07:00 - 24.09.2019 07:30","35129","33161"
"24.09.2019 07:30 - 24.09.2019 08:00","35573","33760"
"24.09.2019 08:00 - 24.09.2019 08:30","36298","36043"
"24.09.2019 08:30 - 24.09.2019 09:00","36445","36306"
"24.09.2019 09:00 - 24.09.2019 09:30","36244","36399"
"24.09.2019 09:30 - 24.09.2019 10:00","36380","36534"
"24.09.2019 10:00 - 24.09.2019 10:30","36842","36991"
"24.09.2019 10:30 - 24.09.2019 11:00","37183","36988"
"24.09.2019 11:00 - 24.09.2019 11:30","37178","37414"
"24.09.2019 11:30 - 24.09.2019 12:00","37161","37157"
"24.09.2019 12:00 - 24.09.2019 12:30","37085","36464"
"24.09.2019 12:30 - 24.09.2019 13:00","36937","36061"
"24.09.2019 13:00 - 24.09.2019 13:30","36702","35587"
"24.09.2019 13:30 - 24.09.2019 14:00","36164","35185"
"24.09.2019 14:00 - 24.09.2019 14:30","36119","34909"
"24.09.2019 14:30 - 24.09.2019 15:00","36584","35262"
"24.09.2019 15:00 - 24.09.2019 15:30","37092","36260"
"24.09.2019 15:30 - 24.09.2019 16:00","37244","36795"
"24.09.2019 16:00 - 24.09.2019 16:30","36964","38014"
"24.09.2019 16:30 - 24.09.2019 17:00","36543","38119"
"24.09.2019 17:00 - 24.09.2019 17:30","36127","37389"
"24.09.2019 17:30 - 24.09.2019 18:00","35706","37326"
"24.09.2019 18:00 - 24.09.2019 18:30","35924","38416"
"24.09.2019 18:30 - 24.09.2019 19:00","36103","38273"
"24.09.2019 19:00 - 24.09.2019 19:30","35180","36606"
"24.09.2019 19:30 - 24.09.2019 20:00","33778","35299"
"24.09.2019 20:00 - 24.09.2019 20:30","32297","33047"
"24.09.2019 20:30 - 24.09.2019 21:00","30465","31181"
"24.09.2019 21:00 - 24.09.2019 21:30","28534","29102"
"24.09.2019 21:30 - 24.09.2019 22:00","26442","27501"
"24.09.2019 22:00 - 24.09.2019 22:30","24618","27284"
"24.09.2019 22:30 - 24.09.2019 23:00","23318","25872"
"24.09.2019 23:00 - 24.09.2019 23:30","22428","24396"
"24.09.2019 23:30 - 25.09.2019 00:00","22088","23521"
"25.09.2019 00:00 - 25.09.2019 00:30","21724","22970"
"25.09.2019 00:30 - 25.09.2019 01:00","21600","22797"
"25.09.2019 01:00 - 25.09.2019 01:30","21365","22181"
"25.09.2019 01:30 - 25.09.2019 02:00","21144","21803"
"25.09.2019 02:00 - 25.09.2019 02:30","20997","21650"
"25.09.2019 02:30 - 25.09.2019 03:00","20986","21564"
"25.09.2019 03:00 - 25.09.2019 03:30","21066","22005"
"25.09.2019 03:30 - 25.09.2019 04:00","21417","22256"
"25.09.2019 04:00 - 25.09.2019 04:30","22219","23464"
"25.09.2019 04:30 - 25.09.2019 05:00","24254","25098"
"25.09.2019 05:00 - 25.09.2019 05:30","27182","26549"
"25.09.2019 05:30 - 25.09.2019 06:00","30130","29321"
"25.09.2019 06:00 - 25.09.2019 06:30","32626","33119"
"25.09.2019 06:30 - 25.09.2019 07:00","33933","34686"
"25.09.2019 07:00 - 25.09.2019 07:30","34338","35433"
"25.09.2019 07:30 - 25.09.2019 08:00","34733","35681"
"25.09.2019 08:00 - 25.09.2019 08:30","35301","37228"
"25.09.2019 08:30 - 25.09.2019 09:00","35488","37668"
"25.09.2019 09:00 - 25.09.2019 09:30","35579","37019"
"25.09.2019 09:30 - 25.09.2019 10:00","35709","37149"
"25.09.2019 10:00 - 25.09.2019 10:30","35808","37655"
"25.09.2019 10:30 - 25.09.2019 11:00","35964","37546"
"25.09.2019 11:00 - 25.09.2019 11:30","35920","37686"
"25.09.2019 11:30 - 25.09.2019 12:00","35814","37480"
"25.09.2019 12:00 - 25.09.2019 12:30","35862","36274"
"25.09.2019 12:30 - 25.09.2019 13:00","35799","35770"
"25.09.2019 13:00 - 25.09.2019 13:30","35662","35531"
"25.09.2019 13:30 - 25.09.2019 14:00","35409","34937"
"25.09.2019 14:00 - 25.09.2019 14:30","35375","35320"
"25.09.2019 14:30 - 25.09.2019 15:00","35826","36030"
"25.09.2019 15:00 - 25.09.2019 15:30","36424","37286"
"25.09.2019 15:30 - 25.09.2019 16:00","36807","37817"
"25.09.2019 16:00 - 25.09.2019 16:30","36796","38547"
"25.09.2019 16:30 - 25.09.2019 17:00","36365","38492"
"25.09.2019 17:00 - 25.09.2019 17:30","36033","38258"
"25.09.2019 17:30 - 25.09.2019 18:00","36430","38437"
"25.09.2019 18:00 - 25.09.2019 18:30","36962","39926"
"25.09.2019 18:30 - 25.09.2019 19:00","36409","40185"
"25.09.2019 19:00 - 25.09.2019 19:30","34991","38512"
"25.09.2019 19:30 - 25.09.2019 20:00","33465","36974"
"25.09.2019 20:00 - 25.09.2019 20:30","31807","34564"
"25.09.2019 20:30 - 25.09.2019 21:00","30094","32802"
"25.09.2019 21:00 - 25.09.2019 21:30","28386","30233"
"25.09.2019 21:30 - 25.09.2019 22:00","26427","28569"
"25.09.2019 22:00 - 25.09.2019 22:30","24727","28407"
"25.09.2019 22:30 - 25.09.2019 23:00","23362","27245"
"25.09.2019 23:00 - 25.09.2019 23:30","22288","25491"
"25.09.2019 23:30 - 26.09.2019 00:00","21766","24045"
"26.09.2019 00:00 - 26.09.2019 00:30","21928","23606"
"26.09.2019 00:30 - 26.09.2019 01:00","21735","23548"
"26.09.2019 01:00 - 26.09.2019 01:30","21354","22381"
"26.09.2019 01:30 - 26.09.2019 02:00","21091","21852"
"26.09.2019 02:00 - 26.09.2019 02:30","20881","21060"
"26.09.2019 02:30 - 26.09.2019 03:00","20808","20699"
"26.09.2019 03:00 - 26.09.2019 03:30","21012","20431"
"26.09.2019 03:30 - 26.09.2019 04:00","21457","20749"
"26.09.2019 04:00 - 26.09.2019 04:30","22242","21508"
"26.09.2019 04:30 - 26.09.2019 05:00","24318","23171"
"26.09.2019 05:00 - 26.09.2019 05:30","27150","25106"
"26.09.2019 05:30 - 26.09.2019 06:00","30065","28084"
"26.09.2019 06:00 - 26.09.2019 06:30","32593","31754"
"26.09.2019 06:30 - 26.09.2019 07:00","33890","33295"
"26.09.2019 07:00 - 26.09.2019 07:30","34471","34778"
"26.09.2019 07:30 - 26.09.2019 08:00","34742","34731"
"26.09.2019 08:00 - 26.09.2019 08:30","35040","35449"
"26.09.2019 08:30 - 26.09.2019 09:00","35012","35942"
"26.09.2019 09:00 - 26.09.2019 09:30","35112","35241"
"26.09.2019 09:30 - 26.09.2019 10:00","35571","35263"
"26.09.2019 10:00 - 26.09.2019 10:30","35970","35354"
"26.09.2019 10:30 - 26.09.2019 11:00","36019","35301"
"26.09.2019 11:00 - 26.09.2019 11:30","35820","35670"
"26.09.2019 11:30 - 26.09.2019 12:00","35588","35317"
"26.09.2019 12:00 - 26.09.2019 12:30","35104","34516"
"26.09.2019 12:30 - 26.09.2019 13:00","34748","34150"
"26.09.2019 13:00 - 26.09.2019 13:30","34544","34021"
"26.09.2019 13:30 - 26.09.2019 14:00","34294","33195"
"26.09.2019 14:00 - 26.09.2019 14:30","34416","33861"
"26.09.2019 14:30 - 26.09.2019 15:00","35022","34515"
"26.09.2019 15:00 - 26.09.2019 15:30","35726","35551"
"26.09.2019 15:30 - 26.09.2019 16:00","36283","36011"
"26.09.2019 16:00 - 26.09.2019 16:30","36544","37025"
"26.09.2019 16:30 - 26.09.2019 17:00","36297","37185"
"26.09.2019 17:00 - 26.09.2019 17:30","36281","37771"
"26.09.2019 17:30 - 26.09.2019 18:00","36605","37726"
"26.09.2019 18:00 - 26.09.2019 18:30","36219","39126"
"26.09.2019 18:30 - 26.09.2019 19:00","35016","38662"
"26.09.2019 19:00 - 26.09.2019 19:30","33713","37492"
"26.09.2019 19:30 - 26.09.2019 20:00","32323","36380"
"26.09.2019 20:00 - 26.09.2019 20:30","30592","33942"
"26.09.2019 20:30 - 26.09.2019 21:00","28672","32136"
"26.09.2019 21:00 - 26.09.2019 21:30","26826","29277"
"26.09.2019 21:30 - 26.09.2019 22:00","25073","27370"
"26.09.2019 22:00 - 26.09.2019 22:30","23344","27424"
"26.09.2019 22:30 - 26.09.2019 23:00","22628","26026"
"26.09.2019 23:00 - 26.09.2019 23:30","22406","22889"
"26.09.2019 23:30 - 27.09.2019 00:00","21740","21842"
"27.09.2019 00:00 - 27.09.2019 00:30","21799","20990"
"27.09.2019 00:30 - 27.09.2019 01:00","21703","21131"
"27.09.2019 01:00 - 27.09.2019 01:30","21310","21236"
"27.09.2019 01:30 - 27.09.2019 02:00","20985","20694"
"27.09.2019 02:00 - 27.09.2019 02:30","20759","20387"
"27.09.2019 02:30 - 27.09.2019 03:00","20698","20399"
"27.09.2019 03:00 - 27.09.2019 03:30","20815","20379"
"27.09.2019 03:30 - 27.09.2019 04:00","21283","20559"
"27.09.2019 04:00 - 27.09.2019 04:30","22146","21864"
"27.09.2019 04:30 - 27.09.2019 05:00","24214","23266"
"27.09.2019 05:00 - 27.09.2019 05:30","26813","25388"
"27.09.2019 05:30 - 27.09.2019 06:00","29503","28066"
"27.09.2019 06:00 - 27.09.2019 06:30","31938","33179"
"27.09.2019 06:30 - 27.09.2019 07:00","33081","35089"
"27.09.2019 07:00 - 27.09.2019 07:30","33850","37027"
"27.09.2019 07:30 - 27.09.2019 08:00","34179","37390"
"27.09.2019 08:00 - 27.09.2019 08:30","34495","36512"
"27.09.2019 08:30 - 27.09.2019 09:00","34752","37872"
"27.09.2019 09:00 - 27.09.2019 09:30","35054","36660"
"27.09.2019 09:30 - 27.09.2019 10:00","35358","36498"
"27.09.2019 10:00 - 27.09.2019 10:30","35419","36409"
"27.09.2019 10:30 - 27.09.2019 11:00","35625","36667"
"27.09.2019 11:00 - 27.09.2019 11:30","35699","37136"
"27.09.2019 11:30 - 27.09.2019 12:00","35436","37057"
"27.09.2019 12:00 - 27.09.2019 12:30","34969","37180"
"27.09.2019 12:30 - 27.09.2019 13:00","34631","36792"
"27.09.2019 13:00 - 27.09.2019 13:30","34329","36041"
"27.09.2019 13:30 - 27.09.2019 14:00","33777","35690"
"27.09.2019 14:00 - 27.09.2019 14:30","33588","36085"
"27.09.2019 14:30 - 27.09.2019 15:00","33791","36382"
"27.09.2019 15:00 - 27.09.2019 15:30","33888","36578"
"27.09.2019 15:30 - 27.09.2019 16:00","34261","36979"
"27.09.2019 16:00 - 27.09.2019 16:30","34662","37248"
"27.09.2019 16:30 - 27.09.2019 17:00","34645","37311"
"27.09.2019 17:00 - 27.09.2019 17:30","34535","37668"
"27.09.2019 17:30 - 27.09.2019 18:00","34519","37554"
"27.09.2019 18:00 - 27.09.2019 18:30","35083","38730"
"27.09.2019 18:30 - 27.09.2019 19:00","35165","38641"
"27.09.2019 19:00 - 27.09.2019 19:30","33912","38026"
"27.09.2019 19:30 - 27.09.2019 20:00","32453","36614"
"27.09.2019 20:00 - 27.09.2019 20:30","31139","34713"
"27.09.2019 20:30 - 27.09.2019 21:00","29463","33138"
"27.09.2019 21:00 - 27.09.2019 21:30","27764","31378"
"27.09.2019 21:30 - 27.09.2019 22:00","26158","29965"
"27.09.2019 22:00 - 27.09.2019 22:30","24607","27234"
"27.09.2019 22:30 - 27.09.2019 23:00","23381","25963"
"27.09.2019 23:00 - 27.09.2019 23:30","22466","23210"
"27.09.2019 23:30 - 28.09.2019 00:00","21865","21974"
"28.09.2019 00:00 - 28.09.2019 00:30","21258","21237"
"28.09.2019 00:30 - 28.09.2019 01:00","20954","21014"
"28.09.2019 01:00 - 28.09.2019 01:30","20406","20187"
"28.09.2019 01:30 - 28.09.2019 02:00","19967","19603"
"28.09.2019 02:00 - 28.09.2019 02:30","19753","18452"
"28.09.2019 02:30 - 28.09.2019 03:00","19643","18237"
"28.09.2019 03:00 - 28.09.2019 03:30","19464","18152"
"28.09.2019 03:30 - 28.09.2019 04:00","19555","18230"
"28.09.2019 04:00 - 28.09.2019 04:30","20064","18707"
"28.09.2019 04:30 - 28.09.2019 05:00","21047","19388"
"28.09.2019 05:00 - 28.09.2019 05:30","22147","21782"
"28.09.2019 05:30 - 28.09.2019 06:00","23296","22924"
"28.09.2019 06:00 - 28.09.2019 06:30","24890","25773"
"28.09.2019 06:30 - 28.09.2019 07:00","26478","27330"
"28.09.2019 07:00 - 28.09.2019 07:30","27908","30303"
"28.09.2019 07:30 - 28.09.2019 08:00","28934","31377"
"28.09.2019 08:00 - 28.09.2019 08:30","29654","32585"
"28.09.2019 08:30 - 28.09.2019 09:00","30067","33156"
"28.09.2019 09:00 - 28.09.2019 09:30","30438","33169"
"28.09.2019 09:30 - 28.09.2019 10:00","30582","33220"
"28.09.2019 10:00 - 28.09.2019 10:30","30590","33755"
"28.09.2019 10:30 - 28.09.2019 11:00","30720","33843"
"28.09.2019 11:00 - 28.09.2019 11:30","30787","33887"
"28.09.2019 11:30 - 28.09.2019 12:00","30594","33464"
"28.09.2019 12:00 - 28.09.2019 12:30","30139","32669"
"28.09.2019 12:30 - 28.09.2019 13:00","29453","31966"
"28.09.2019 13:00 - 28.09.2019 13:30","28847","31625"
"28.09.2019 13:30 - 28.09.2019 14:00","28599","31378"
"28.09.2019 14:00 - 28.09.2019 14:30","28501","31127"
"28.09.2019 14:30 - 28.09.2019 15:00","28765","30859"
"28.09.2019 15:00 - 28.09.2019 15:30","29224","31872"
"28.09.2019 15:30 - 28.09.2019 16:00","29925","32662"
"28.09.2019 16:00 - 28.09.2019 16:30","30734","34062"
"28.09.2019 16:30 - 28.09.2019 17:00","31000","34662"
"28.09.2019 17:00 - 28.09.2019 17:30","31155","35279"
"28.09.2019 17:30 - 28.09.2019 18:00","31630","35802"
"28.09.2019 18:00 - 28.09.2019 18:30","32394","36029"
"28.09.2019 18:30 - 28.09.2019 19:00","32480","35498"
"28.09.2019 19:00 - 28.09.2019 19:30","31505","35421"
"28.09.2019 19:30 - 28.09.2019 20:00","30300","34232"
"28.09.2019 20:00 - 28.09.2019 20:30","29126","33478"
"28.09.2019 20:30 - 28.09.2019 21:00","27924","32074"
"28.09.2019 21:00 - 28.09.2019 21:30","26507","30779"
"28.09.2019 21:30 - 28.09.2019 22:00","24822","29587"
"28.09.2019 22:00 - 28.09.2019 22:30","23194","28095"
"28.09.2019 22:30 - 28.09.2019 23:00","22107","26973"
"28.09.2019 23:00 - 28.09.2019 23:30","21368","24725"
"28.09.2019 23:30 - 29.09.2019 00:00","20639","23872"
"29.09.2019 00:00 - 29.09.2019 00:30","20211","22648"
"29.09.2019 00:30 - 29.09.2019 01:00","19876","22131"
"29.09.2019 01:00 - 29.09.2019 01:30","19389","20558"
"29.09.2019 01:30 - 29.09.2019 02:00","18920","19581"
"29.09.2019 02:00 - 29.09.2019 02:30","18616","18908"
"29.09.2019 02:30 - 29.09.2019 03:00","18297","18424"
"29.09.2019 03:00 - 29.09.2019 03:30","18250","17936"
"29.09.2019 03:30 - 29.09.2019 04:00","18517","17789"
"29.09.2019 04:00 - 29.09.2019 04:30","18776","18220"
"29.09.2019 04:30 - 29.09.2019 05:00","19464","18576"
"29.09.2019 05:00 - 29.09.2019 05:30","20452","20029"
"29.09.2019 05:30 - 29.09.2019 06:00","21343","21233"
"29.09.2019 06:00 - 29.09.2019 06:30","22411","23066"
"29.09.2019 06:30 - 29.09.2019 07:00","23758","24871"
"29.09.2019 07:00 - 29.09.2019 07:30","25296","27877"
"29.09.2019 07:30 - 29.09.2019 08:00","26786","29617"
"29.09.2019 08:00 - 29.09.2019 08:30","27989","31739"
"29.09.2019 08:30 - 29.09.2019 09:00","28839","33020"
"29.09.2019 09:00 - 29.09.2019 09:30","29173","33995"
"29.09.2019 09:30 - 29.09.2019 10:00","29445","34250"
"29.09.2019 10:00 - 29.09.2019 10:30","30036","34918"
"29.09.2019 10:30 - 29.09.2019 11:00","30502","35362"
"29.09.2019 11:00 - 29.09.2019 11:30","30619","35570"
"29.09.2019 11:30 - 29.09.2019 12:00","30414","35439"
"29.09.2019 12:00 - 29.09.2019 12:30","30004","34863"
"29.09.2019 12:30 - 29.09.2019 13:00","29562","34447"
"29.09.2019 13:00 - 29.09.2019 13:30","29384","34360"
"29.09.2019 13:30 - 29.09.2019 14:00","29444","34194"
"29.09.2019 14:00 - 29.09.2019 14:30","29339","34443"
"29.09.2019 14:30 - 29.09.2019 15:00","29512","34748"
"29.09.2019 15:00 - 29.09.2019 15:30","30189","35862"
"29.09.2019 15:30 - 29.09.2019 16:00","30953","36565"
"29.09.2019 16:00 - 29.09.2019 16:30","31465","37004"
"29.09.2019 16:30 - 29.09.2019 17:00","31812","37037"
"29.09.2019 17:00 - 29.09.2019 17:30","32177","37048"
"29.09.2019 17:30 - 29.09.2019 18:00","32949","37153"
"29.09.2019 18:00 - 29.09.2019 18:30","33135","37549"
"29.09.2019 18:30 - 29.09.2019 19:00","32493","36769"
"29.09.2019 19:00 - 29.09.2019 19:30","31695","35843"
"29.09.2019 19:30 - 29.09.2019 20:00","30567","35024"
"29.09.2019 20:00 - 29.09.2019 20:30","29272","33729"
"29.09.2019 20:30 - 29.09.2019 21:00","27730","32078"
"29.09.2019 21:00 - 29.09.2019 21:30","26128","30172"
"29.09.2019 21:30 - 29.09.2019 22:00","24300","28649"
"29.09.2019 22:00 - 29.09.2019 22:30","22732","26505"
"29.09.2019 22:30 - 29.09.2019 23:00","21575","25368"
"29.09.2019 23:00 - 29.09.2019 23:30","20724","23298"
"29.09.2019 23:30 - 30.09.2019 00:00","20391","22510"
"30.09.2019 00:00 - 30.09.2019 00:30","20437","22187"
"30.09.2019 00:30 - 30.09.2019 01:00","20432","22143"
"30.09.2019 01:00 - 30.09.2019 01:30","20195","21342"
"30.09.2019 01:30 - 30.09.2019 02:00","19983","20950"
"30.09.2019 02:00 - 30.09.2019 02:30","19926","20723"
"30.09.2019 02:30 - 30.09.2019 03:00","19986","20611"
"30.09.2019 03:00 - 30.09.2019 03:30","20029","20501"
"30.09.2019 03:30 - 30.09.2019 04:00","20392","20941"
"30.09.2019 04:00 - 30.09.2019 04:30","21186","22337"
"30.09.2019 04:30 - 30.09.2019 05:00","23382","23895"
"30.09.2019 05:00 - 30.09.2019 05:30","26458","27097"
"30.09.2019 05:30 - 30.09.2019 06:00","29524","29988"
"30.09.2019 06:00 - 30.09.2019 06:30","32355","33633"
"30.09.2019 06:30 - 30.09.2019 07:00","33967","35450"
"30.09.2019 07:00 - 30.09.2019 07:30","34729","37584"
"30.09.2019 07:30 - 30.09.2019 08:00","35242","37976"
"30.09.2019 08:00 - 30.09.2019 08:30","35775","38759"
"30.09.2019 08:30 - 30.09.2019 09:00","36175","39073"
"30.09.2019 09:00 - 30.09.2019 09:30","36733","38443"
"30.09.2019 09:30 - 30.09.2019 10:00","37056","38501"
"30.09.2019 10:00 - 30.09.2019 10:30","37052","38682"
"30.09.2019 10:30 - 30.09.2019 11:00","37001","38698"
"30.09.2019 11:00 - 30.09.2019 11:30","36744","39898"
"30.09.2019 11:30 - 30.09.2019 12:00","36254","39501"
"30.09.2019 12:00 - 30.09.2019 12:30","35787","38792"
"30.09.2019 12:30 - 30.09.2019 13:00","35459","38375"
"30.09.2019 13:00 - 30.09.2019 13:30","35224","39229"
"30.09.2019 13:30 - 30.09.2019 14:00","34831","39223"
"30.09.2019 14:00 - 30.09.2019 14:30","34809","38484"
"30.09.2019 14:30 - 30.09.2019 15:00","35485","38986"
"30.09.2019 15:00 - 30.09.2019 15:30","36398","40056"
"30.09.2019 15:30 - 30.09.2019 16:00","37291","41122"
"30.09.2019 16:00 - 30.09.2019 16:30","37961","42122"
"30.09.2019 16:30 - 30.09.2019 17:00","37907","42582"
"30.09.2019 17:00 - 30.09.2019 17:30","37624","41941"
"30.09.2019 17:30 - 30.09.2019 18:00","37708","42139"
"30.09.2019 18:00 - 30.09.2019 18:30","37788","42292"
"30.09.2019 18:30 - 30.09.2019 19:00","37169","41124"
"30.09.2019 19:00 - 30.09.2019 19:30","35880","37552"
"30.09.2019 19:30 - 30.09.2019 20:00","34497","35653"
"30.09.2019 20:00 - 30.09.2019 20:30","32861","33081"
"30.09.2019 20:30 - 30.09.2019 21:00","30997","30966"
"30.09.2019 21:00 - 30.09.2019 21:30","29037","28389"
"30.09.2019 21:30 - 30.09.2019 22:00","27011","26406"
"30.09.2019 22:00 - 30.09.2019 22:30","25226","26927"
"30.09.2019 22:30 - 30.09.2019 23:00","23831","26010"
"30.09.2019 23:00 - 30.09.2019 23:30","22851","24107"
"30.09.2019 23:30 - 01.10.2019 00:00","22345","23073"
"01.10.2019 00:00 - 01.10.2019 00:30","21975","22220"
"01.10.2019 00:30 - 01.10.2019 01:00","21811","22064"
"01.10.2019 01:00 - 01.10.2019 01:30","21447","21543"
"01.10.2019 01:30 - 01.10.2019 02:00","21202","21103"
"01.10.2019 02:00 - 01.10.2019 02:30","20956","20911"
"01.10.2019 02:30 - 01.10.2019 03:00","20752","20777"
"01.10.2019 03:00 - 01.10.2019 03:30","20768","19958"
"01.10.2019 03:30 - 01.10.2019 04:00","21298","20267"
"01.10.2019 04:00 - 01.10.2019 04:30","22358","21718"
"01.10.2019 04:30 - 01.10.2019 05:00","24488","23390"
"01.10.2019 05:00 - 01.10.2019 05:30","27831","26917"
"01.10.2019 05:30 - 01.10.2019 06:00","31428","30080"
"01.10.2019 06:00 - 01.10.2019 06:30","34019","32294"
"01.10.2019 06:30 - 01.10.2019 07:00","35093","33610"
"01.10.2019 07:00 - 01.10.2019 07:30","35319","35041"
"01.10.2019 07:30 - 01.10.2019 08:00","35644","35381"
"01.10.2019 08:00 - 01.10.2019 08:30","36072","36375"
"01.10.2019 08:30 - 01.10.2019 09:00","35997","36755"
"01.10.2019 09:00 - 01.10.2019 09:30","36061","36453"
"01.10.2019 09:30 - 01.10.2019 10:00","36386","36218"
"01.10.2019 10:00 - 01.10.2019 10:30","36610","36995"
"01.10.2019 10:30 - 01.10.2019 11:00","36731","36722"
"01.10.2019 11:00 - 01.10.2019 11:30","36779","37420"
"01.10.2019 11:30 - 01.10.2019 12:00","36694","37140"
"01.10.2019 12:00 - 01.10.2019 12:30","36632","36978"
"01.10.2019 12:30 - 01.10.2019 13:00","36665","36669"
"01.10.2019 13:00 - 01.10.2019 13:30","36422","37047"
"01.10.2019 13:30 - 01.10.2019 14:00","35998","36662"
"01.10.2019 14:00 - 01.10.2019 14:30","36020","36505"
"01.10.2019 14:30 - 01.10.2019 15:00","36521","36917"
"01.10.2019 15:00 - 01.10.2019 15:30","37239","37206"
"01.10.2019 15:30 - 01.10.2019 16:00","37836","37617"
"01.10.2019 16:00 - 01.10.2019 16:30","38022","37585"
"01.10.2019 16:30 - 01.10.2019 17:00","37907","37626"
"01.10.2019 17:00 - 01.10.2019 17:30","37808","38666"
"01.10.2019 17:30 - 01.10.2019 18:00","37499","39151"
"01.10.2019 18:00 - 01.10.2019 18:30","37039","41699"
"01.10.2019 18:30 - 01.10.2019 19:00","36379","41140"
"01.10.2019 19:00 - 01.10.2019 19:30","35213","37977"
"01.10.2019 19:30 - 01.10.2019 20:00","34023","36121"
"01.10.2019 20:00 - 01.10.2019 20:30","32505","33786"
"01.10.2019 20:30 - 01.10.2019 21:00","30556","31869"
"01.10.2019 21:00 - 01.10.2019 21:30","28947","31433"
"01.10.2019 21:30 - 01.10.2019 22:00","27032","29370"
"01.10.2019 22:00 - 01.10.2019 22:30","24997","28746"
"01.10.2019 22:30 - 01.10.2019 23:00","23674","1511"
"01.10.2019 23:00 - 01.10.2019 23:30","22838","25166"
"01.10.2019 23:30 - 02.10.2019 00:00","22385","24499"
"02.10.2019 00:00 - 02.10.2019 00:30","22286","23606"
"02.10.2019 00:30 - 02.10.2019 01:00","22436","23279"
"02.10.2019 01:00 - 02.10.2019 01:30","22345","22486"
"02.10.2019 01:30 - 02.10.2019 02:00","22039","22106"
"02.10.2019 02:00 - 02.10.2019 02:30","21751","21775"
"02.10.2019 02:30 - 02.10.2019 03:00","21586","21712"
"02.10.2019 03:00 - 02.10.2019 03:30","21535","21595"
"02.10.2019 03:30 - 02.10.2019 04:00","21862","21903"
"02.10.2019 04:00 - 02.10.2019 04:30","22696","22180"
"02.10.2019 04:30 - 02.10.2019 05:00","24703","23896"
"02.10.2019 05:00 - 02.10.2019 05:30","27873","27115"
"02.10.2019 05:30 - 02.10.2019 06:00","31379","30122"
"02.10.2019 06:00 - 02.10.2019 06:30","34040","33824"
"02.10.2019 06:30 - 02.10.2019 07:00","35132","35445"
"02.10.2019 07:00 - 02.10.2019 07:30","35403","37114"
"02.10.2019 07:30 - 02.10.2019 08:00","35547","37203"
"02.10.2019 08:00 - 02.10.2019 08:30","35804","36802"
