"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"03.06.2017 12:00 - 03.06.2017 12:30","30858","33097"
"03.06.2017 12:30 - 03.06.2017 13:00","30514","32575"
"03.06.2017 13:00 - 03.06.2017 13:30","30082","31772"
"03.06.2017 13:30 - 03.06.2017 14:00","29355","31376"
"03.06.2017 14:00 - 03.06.2017 14:30","29351","31048"
"03.06.2017 14:30 - 03.06.2017 15:00","28657","30868"
"03.06.2017 15:00 - 03.06.2017 15:30","29217","31011"
"03.06.2017 15:30 - 03.06.2017 16:00","29018","30562"
"03.06.2017 16:00 - 03.06.2017 16:30","29848","32055"
"03.06.2017 16:30 - 03.06.2017 17:00","29182","31514"
"03.06.2017 17:00 - 03.06.2017 17:30","29464","32450"
"03.06.2017 17:30 - 03.06.2017 18:00","28310","31662"
"03.06.2017 18:00 - 03.06.2017 18:30","29126","32420"
"03.06.2017 18:30 - 03.06.2017 19:00","28675","31721"
"03.06.2017 19:00 - 03.06.2017 19:30","28877","31277"
"03.06.2017 19:30 - 03.06.2017 20:00","27910","30417"
"03.06.2017 20:00 - 03.06.2017 20:30","27857","30287"
"03.06.2017 20:30 - 03.06.2017 21:00","27711","30426"
"03.06.2017 21:00 - 03.06.2017 21:30","27256","30257"
"03.06.2017 21:30 - 03.06.2017 22:00","26143","29316"
"03.06.2017 22:00 - 03.06.2017 22:30","24943","27480"
"03.06.2017 22:30 - 03.06.2017 23:00","23573","26174"
"03.06.2017 23:00 - 03.06.2017 23:30","22464","24795"
"03.06.2017 23:30 - 04.06.2017 00:00","22093","23833"
"04.06.2017 00:00 - 04.06.2017 00:30","21792","27321"
"04.06.2017 00:30 - 04.06.2017 01:00","21345","22487"
"04.06.2017 01:00 - 04.06.2017 01:30","20842","21439"
"04.06.2017 01:30 - 04.06.2017 02:00","20488","20766"
"04.06.2017 02:00 - 04.06.2017 02:30","20149","19564"
"04.06.2017 02:30 - 04.06.2017 03:00","19974","19143"
"04.06.2017 03:00 - 04.06.2017 03:30","19581","18006"
"04.06.2017 03:30 - 04.06.2017 04:00","18908","17337"
"04.06.2017 04:00 - 04.06.2017 04:30","18924","17446"
"04.06.2017 04:30 - 04.06.2017 05:00","19071","17558"
"04.06.2017 05:00 - 04.06.2017 05:30","20059","18615"
"04.06.2017 05:30 - 04.06.2017 06:00","20786","19706"
"04.06.2017 06:00 - 04.06.2017 06:30","21941","21981"
"04.06.2017 06:30 - 04.06.2017 07:00","22910","23280"
"04.06.2017 07:00 - 04.06.2017 07:30","24438","25466"
"04.06.2017 07:30 - 04.06.2017 08:00","25746","26813"
"04.06.2017 08:00 - 04.06.2017 08:30","27302","28714"
"04.06.2017 08:30 - 04.06.2017 09:00","28606","29802"
"04.06.2017 09:00 - 04.06.2017 09:30","29496","30662"
"04.06.2017 09:30 - 04.06.2017 10:00","30139","31736"
"04.06.2017 10:00 - 04.06.2017 10:30","30408","32389"
"04.06.2017 10:30 - 04.06.2017 11:00","30595","32971"
"04.06.2017 11:00 - 04.06.2017 11:30","30660","33344"
"04.06.2017 11:30 - 04.06.2017 12:00","30560","33279"
"04.06.2017 12:00 - 04.06.2017 12:30","30210","33017"
"04.06.2017 12:30 - 04.06.2017 13:00","29862","32740"
"04.06.2017 13:00 - 04.06.2017 13:30","29549","32714"
"04.06.2017 13:30 - 04.06.2017 14:00","29150","32557"
"04.06.2017 14:00 - 04.06.2017 14:30","28710","32421"
"04.06.2017 14:30 - 04.06.2017 15:00","28469","32434"
"04.06.2017 15:00 - 04.06.2017 15:30","28586","32667"
"04.06.2017 15:30 - 04.06.2017 16:00","28960","33146"
"04.06.2017 16:00 - 04.06.2017 16:30","29296","33719"
"04.06.2017 16:30 - 04.06.2017 17:00","29422","33906"
"04.06.2017 17:00 - 04.06.2017 17:30","29497","33905"
"04.06.2017 17:30 - 04.06.2017 18:00","29485","33800"
"04.06.2017 18:00 - 04.06.2017 18:30","29368","33572"
"04.06.2017 18:30 - 04.06.2017 19:00","29923","32948"
"04.06.2017 19:00 - 04.06.2017 19:30","29849","32358"
"04.06.2017 19:30 - 04.06.2017 20:00","29481","31689"
"04.06.2017 20:00 - 04.06.2017 20:30","29134","31476"
"04.06.2017 20:30 - 04.06.2017 21:00","28969","31099"
"04.06.2017 21:00 - 04.06.2017 21:30","28719","30817"
"04.06.2017 21:30 - 04.06.2017 22:00","27246","29577"
"04.06.2017 22:00 - 04.06.2017 22:30","25284","27573"
"04.06.2017 22:30 - 04.06.2017 23:00","23707","25693"
"04.06.2017 23:00 - 04.06.2017 23:30","22232","23464"
"04.06.2017 23:30 - 05.06.2017 00:00","21657","22714"
"05.06.2017 00:00 - 05.06.2017 00:30","21083","26773"
"05.06.2017 00:30 - 05.06.2017 01:00","20836","21961"
"05.06.2017 01:00 - 05.06.2017 01:30","20588","20942"
"05.06.2017 01:30 - 05.06.2017 02:00","20403","20189"
"05.06.2017 02:00 - 05.06.2017 02:30","20339","19280"
"05.06.2017 02:30 - 05.06.2017 03:00","20296","18995"
"05.06.2017 03:00 - 05.06.2017 03:30","19992","18173"
"05.06.2017 03:30 - 05.06.2017 04:00","20046","17752"
"05.06.2017 04:00 - 05.06.2017 04:30","20925","17975"
"05.06.2017 04:30 - 05.06.2017 05:00","22969","19494"
"05.06.2017 05:00 - 05.06.2017 05:30","25961","23760"
"05.06.2017 05:30 - 05.06.2017 06:00","29181","26704"
"05.06.2017 06:00 - 05.06.2017 06:30","32040","31602"
"05.06.2017 06:30 - 05.06.2017 07:00","33591","33724"
"05.06.2017 07:00 - 05.06.2017 07:30","34222","36287"
"05.06.2017 07:30 - 05.06.2017 08:00","34644","36991"
"05.06.2017 08:00 - 05.06.2017 08:30","35184","37954"
"05.06.2017 08:30 - 05.06.2017 09:00","35503","38840"
"05.06.2017 09:00 - 05.06.2017 09:30","35798","38398"
"05.06.2017 09:30 - 05.06.2017 10:00","36441","38964"
"05.06.2017 10:00 - 05.06.2017 10:30","37005","39241"
"05.06.2017 10:30 - 05.06.2017 11:00","37419","39203"
"05.06.2017 11:00 - 05.06.2017 11:30","37502","39262"
"05.06.2017 11:30 - 05.06.2017 12:00","37339","39007"
"05.06.2017 12:00 - 05.06.2017 12:30","37077","38353"
"05.06.2017 12:30 - 05.06.2017 13:00","36967","37989"
"05.06.2017 13:00 - 05.06.2017 13:30","36587","37831"
"05.06.2017 13:30 - 05.06.2017 14:00","36119","37593"
"05.06.2017 14:00 - 05.06.2017 14:30","36044","37577"
"05.06.2017 14:30 - 05.06.2017 15:00","36439","38051"
"05.06.2017 15:00 - 05.06.2017 15:30","37140","39018"
"05.06.2017 15:30 - 05.06.2017 16:00","37815","39812"
"05.06.2017 16:00 - 05.06.2017 16:30","37812","40277"
"05.06.2017 16:30 - 05.06.2017 17:00","37215","40463"
"05.06.2017 17:00 - 05.06.2017 17:30","36762","40326"
"05.06.2017 17:30 - 05.06.2017 18:00","36214","40108"
"05.06.2017 18:00 - 05.06.2017 18:30","35650","39412"
"05.06.2017 18:30 - 05.06.2017 19:00","35033","38623"
"05.06.2017 19:00 - 05.06.2017 19:30","34272","37745"
"05.06.2017 19:30 - 05.06.2017 20:00","33805","36854"
"05.06.2017 20:00 - 05.06.2017 20:30","33206","36346"
"05.06.2017 20:30 - 05.06.2017 21:00","32104","35320"
"05.06.2017 21:00 - 05.06.2017 21:30","30486","33750"
"05.06.2017 21:30 - 05.06.2017 22:00","28199","31840"
"05.06.2017 22:00 - 05.06.2017 22:30","25881","29283"
"05.06.2017 22:30 - 05.06.2017 23:00","24056","27582"
"05.06.2017 23:00 - 05.06.2017 23:30","23138","26036"
"05.06.2017 23:30 - 06.06.2017 00:00","22840","25113"
"06.06.2017 00:00 - 06.06.2017 00:30","22370","25886"
"06.06.2017 00:30 - 06.06.2017 01:00","22037","23806"
"06.06.2017 01:00 - 06.06.2017 01:30","21691","23052"
"06.06.2017 01:30 - 06.06.2017 02:00","21409","22548"
"06.06.2017 02:00 - 06.06.2017 02:30","21304","22346"
"06.06.2017 02:30 - 06.06.2017 03:00","21235","22107"
"06.06.2017 03:00 - 06.06.2017 03:30","20960","21774"
"06.06.2017 03:30 - 06.06.2017 04:00","21069","21654"
"06.06.2017 04:00 - 06.06.2017 04:30","21866","22187"
"06.06.2017 04:30 - 06.06.2017 05:00","23698","23498"
"06.06.2017 05:00 - 06.06.2017 05:30","26396","27536"
"06.06.2017 05:30 - 06.06.2017 06:00","29453","30711"
"06.06.2017 06:00 - 06.06.2017 06:30","32406","34686"
"06.06.2017 06:30 - 06.06.2017 07:00","34265","36705"
"06.06.2017 07:00 - 06.06.2017 07:30","34847","38063"
"06.06.2017 07:30 - 06.06.2017 08:00","34610","38315"
"06.06.2017 08:00 - 06.06.2017 08:30","34947","39189"
"06.06.2017 08:30 - 06.06.2017 09:00","35479","39616"
"06.06.2017 09:00 - 06.06.2017 09:30","35995","39169"
"06.06.2017 09:30 - 06.06.2017 10:00","36257","39655"
"06.06.2017 10:00 - 06.06.2017 10:30","36347","39880"
"06.06.2017 10:30 - 06.06.2017 11:00","36537","40221"
"06.06.2017 11:00 - 06.06.2017 11:30","36422","40592"
"06.06.2017 11:30 - 06.06.2017 12:00","36334","40505"
"06.06.2017 12:00 - 06.06.2017 12:30","36089","40313"
"06.06.2017 12:30 - 06.06.2017 13:00","36017","40156"
"06.06.2017 13:00 - 06.06.2017 13:30","35977","39739"
"06.06.2017 13:30 - 06.06.2017 14:00","35973","39237"
"06.06.2017 14:00 - 06.06.2017 14:30","36268","38637"
"06.06.2017 14:30 - 06.06.2017 15:00","36841","38938"
"06.06.2017 15:00 - 06.06.2017 15:30","37480","39928"
"06.06.2017 15:30 - 06.06.2017 16:00","38036","40372"
"06.06.2017 16:00 - 06.06.2017 16:30","37807","40614"
"06.06.2017 16:30 - 06.06.2017 17:00","37455","40251"
"06.06.2017 17:00 - 06.06.2017 17:30","37182","39883"
"06.06.2017 17:30 - 06.06.2017 18:00","36477","39613"
"06.06.2017 18:00 - 06.06.2017 18:30","35453","39110"
"06.06.2017 18:30 - 06.06.2017 19:00","34444","38360"
"06.06.2017 19:00 - 06.06.2017 19:30","33354","37415"
"06.06.2017 19:30 - 06.06.2017 20:00","32869","36496"
"06.06.2017 20:00 - 06.06.2017 20:30","32605","35820"
"06.06.2017 20:30 - 06.06.2017 21:00","31537","34841"
"06.06.2017 21:00 - 06.06.2017 21:30","29930","33610"
"06.06.2017 21:30 - 06.06.2017 22:00","27683","31641"
"06.06.2017 22:00 - 06.06.2017 22:30","25705","28578"
"06.06.2017 22:30 - 06.06.2017 23:00","24089","26616"
"06.06.2017 23:00 - 06.06.2017 23:30","22926","23938"
"06.06.2017 23:30 - 07.06.2017 00:00","22268","22472"
"07.06.2017 00:00 - 07.06.2017 00:30","21905","27644"
"07.06.2017 00:30 - 07.06.2017 01:00","21693","21521"
"07.06.2017 01:00 - 07.06.2017 01:30","21412","21260"
"07.06.2017 01:30 - 07.06.2017 02:00","21150","20828"
"07.06.2017 02:00 - 07.06.2017 02:30","21032","20098"
"07.06.2017 02:30 - 07.06.2017 03:00","21007","19927"
"07.06.2017 03:00 - 07.06.2017 03:30","20761","19499"
"07.06.2017 03:30 - 07.06.2017 04:00","20822","19222"
"07.06.2017 04:00 - 07.06.2017 04:30","21576","20330"
"07.06.2017 04:30 - 07.06.2017 05:00","23242","21781"
"07.06.2017 05:00 - 07.06.2017 05:30","25920","26606"
"07.06.2017 05:30 - 07.06.2017 06:00","28746","29855"
"07.06.2017 06:00 - 07.06.2017 06:30","31404","34202"
"07.06.2017 06:30 - 07.06.2017 07:00","33153","36022"
"07.06.2017 07:00 - 07.06.2017 07:30","34393","37097"
"07.06.2017 07:30 - 07.06.2017 08:00","34550","40103"
"07.06.2017 08:00 - 07.06.2017 08:30","34558","37883"
"07.06.2017 08:30 - 07.06.2017 09:00","35042","38331"
"07.06.2017 09:00 - 07.06.2017 09:30","35461","37567"
"07.06.2017 09:30 - 07.06.2017 10:00","36010","38459"
"07.06.2017 10:00 - 07.06.2017 10:30","36388","38666"
"07.06.2017 10:30 - 07.06.2017 11:00","36906","38617"
"07.06.2017 11:00 - 07.06.2017 11:30","37022","38691"
"07.06.2017 11:30 - 07.06.2017 12:00","36972","38743"
"07.06.2017 12:00 - 07.06.2017 12:30","36647","38253"
"07.06.2017 12:30 - 07.06.2017 13:00","36460","37904"
"07.06.2017 13:00 - 07.06.2017 13:30","35886","37384"
"07.06.2017 13:30 - 07.06.2017 14:00","35681","36872"
"07.06.2017 14:00 - 07.06.2017 14:30","36008","36461"
"07.06.2017 14:30 - 07.06.2017 15:00","36634","36786"
"07.06.2017 15:00 - 07.06.2017 15:30","37298","38421"
"07.06.2017 15:30 - 07.06.2017 16:00","37840","38317"
"07.06.2017 16:00 - 07.06.2017 16:30","38104","38555"
"07.06.2017 16:30 - 07.06.2017 17:00","37604","38458"
"07.06.2017 17:00 - 07.06.2017 17:30","36830","38661"
"07.06.2017 17:30 - 07.06.2017 18:00","35971","38599"
"07.06.2017 18:00 - 07.06.2017 18:30","35220","38216"
"07.06.2017 18:30 - 07.06.2017 19:00","34421","38024"
"07.06.2017 19:00 - 07.06.2017 19:30","33627","37593"
"07.06.2017 19:30 - 07.06.2017 20:00","33022","36930"
"07.06.2017 20:00 - 07.06.2017 20:30","32528","36577"
"07.06.2017 20:30 - 07.06.2017 21:00","31779","35545"
"07.06.2017 21:00 - 07.06.2017 21:30","30438","34175"
"07.06.2017 21:30 - 07.06.2017 22:00","28277","32314"
"07.06.2017 22:00 - 07.06.2017 22:30","26206","29922"
"07.06.2017 22:30 - 07.06.2017 23:00","24511","28032"
"07.06.2017 23:00 - 07.06.2017 23:30","23338","26219"
"07.06.2017 23:30 - 08.06.2017 00:00","22737","25000"
"08.06.2017 00:00 - 08.06.2017 00:30","22464","27371"
"08.06.2017 00:30 - 08.06.2017 01:00","22221","24382"
"08.06.2017 01:00 - 08.06.2017 01:30","21888","23532"
"08.06.2017 01:30 - 08.06.2017 02:00","21660","23027"
"08.06.2017 02:00 - 08.06.2017 02:30","21520","22545"
"08.06.2017 02:30 - 08.06.2017 03:00","21431","22355"
"08.06.2017 03:00 - 08.06.2017 03:30","21340","22263"
"08.06.2017 03:30 - 08.06.2017 04:00","21427","22012"
"08.06.2017 04:00 - 08.06.2017 04:30","21993","22547"
"08.06.2017 04:30 - 08.06.2017 05:00","23878","24336"
"08.06.2017 05:00 - 08.06.2017 05:30","26696","27832"
"08.06.2017 05:30 - 08.06.2017 06:00","29805","30609"
"08.06.2017 06:00 - 08.06.2017 06:30","32730","34743"
"08.06.2017 06:30 - 08.06.2017 07:00","34409","36474"
"08.06.2017 07:00 - 08.06.2017 07:30","35037","37519"
"08.06.2017 07:30 - 08.06.2017 08:00","35378","37669"
"08.06.2017 08:00 - 08.06.2017 08:30","35838","38316"
"08.06.2017 08:30 - 08.06.2017 09:00","36113","38396"
"08.06.2017 09:00 - 08.06.2017 09:30","36403","38215"
"08.06.2017 09:30 - 08.06.2017 10:00","36521","38610"
"08.06.2017 10:00 - 08.06.2017 10:30","36762","38657"
"08.06.2017 10:30 - 08.06.2017 11:00","37202","38634"
"08.06.2017 11:00 - 08.06.2017 11:30","37301","38599"
"08.06.2017 11:30 - 08.06.2017 12:00","37059","38458"
"08.06.2017 12:00 - 08.06.2017 12:30","36926","38458"
"08.06.2017 12:30 - 08.06.2017 13:00","36796","38298"
"08.06.2017 13:00 - 08.06.2017 13:30","36595","38086"
"08.06.2017 13:30 - 08.06.2017 14:00","36325","37955"
"08.06.2017 14:00 - 08.06.2017 14:30","36269","37652"
"08.06.2017 14:30 - 08.06.2017 15:00","36833","38066"
"08.06.2017 15:00 - 08.06.2017 15:30","37364","38708"
"08.06.2017 15:30 - 08.06.2017 16:00","37939","39210"
"08.06.2017 16:00 - 08.06.2017 16:30","37942","39136"
"08.06.2017 16:30 - 08.06.2017 17:00","37543","38830"
"08.06.2017 17:00 - 08.06.2017 17:30","37144","38363"
"08.06.2017 17:30 - 08.06.2017 18:00","36626","38005"
"08.06.2017 18:00 - 08.06.2017 18:30","35888","37457"
"08.06.2017 18:30 - 08.06.2017 19:00","34871","36862"
"08.06.2017 19:00 - 08.06.2017 19:30","33635","36183"
"08.06.2017 19:30 - 08.06.2017 20:00","32897","35503"
"08.06.2017 20:00 - 08.06.2017 20:30","32640","35277"
"08.06.2017 20:30 - 08.06.2017 21:00","31883","34544"
"08.06.2017 21:00 - 08.06.2017 21:30","30446","33811"
"08.06.2017 21:30 - 08.06.2017 22:00","28304","32323"
"08.06.2017 22:00 - 08.06.2017 22:30","26214","29844"
"08.06.2017 22:30 - 08.06.2017 23:00","24469","28430"
"08.06.2017 23:00 - 08.06.2017 23:30","23310","26480"
"08.06.2017 23:30 - 09.06.2017 00:00","22668","25334"
"09.06.2017 00:00 - 09.06.2017 00:30","22648","27553"
"09.06.2017 00:30 - 09.06.2017 01:00","22321","24347"
"09.06.2017 01:00 - 09.06.2017 01:30","21920","23826"
"09.06.2017 01:30 - 09.06.2017 02:00","21683","23435"
"09.06.2017 02:00 - 09.06.2017 02:30","21612","22853"
"09.06.2017 02:30 - 09.06.2017 03:00","21564","22736"
"09.06.2017 03:00 - 09.06.2017 03:30","21332","22383"
"09.06.2017 03:30 - 09.06.2017 04:00","21252","22029"
"09.06.2017 04:00 - 09.06.2017 04:30","21696","22785"
"09.06.2017 04:30 - 09.06.2017 05:00","23242","24289"
"09.06.2017 05:00 - 09.06.2017 05:30","25744","28410"
"09.06.2017 05:30 - 09.06.2017 06:00","28507","31062"
"09.06.2017 06:00 - 09.06.2017 06:30","31291","34685"
"09.06.2017 06:30 - 09.06.2017 07:00","33010","36303"
"09.06.2017 07:00 - 09.06.2017 07:30","33997","37478"
"09.06.2017 07:30 - 09.06.2017 08:00","34627","37625"
"09.06.2017 08:00 - 09.06.2017 08:30","35195","38226"
"09.06.2017 08:30 - 09.06.2017 09:00","35375","38524"
"09.06.2017 09:00 - 09.06.2017 09:30","35474","38188"
"09.06.2017 09:30 - 09.06.2017 10:00","35781","39548"
"09.06.2017 10:00 - 09.06.2017 10:30","36112","40074"
"09.06.2017 10:30 - 09.06.2017 11:00","36454","40279"
"09.06.2017 11:00 - 09.06.2017 11:30","36497","40299"
"09.06.2017 11:30 - 09.06.2017 12:00","36432","39731"
"09.06.2017 12:00 - 09.06.2017 12:30","36157","39274"
"09.06.2017 12:30 - 09.06.2017 13:00","36021","38932"
"09.06.2017 13:00 - 09.06.2017 13:30","35581","38516"
"09.06.2017 13:30 - 09.06.2017 14:00","35054","37654"
"09.06.2017 14:00 - 09.06.2017 14:30","34782","37334"
"09.06.2017 14:30 - 09.06.2017 15:00","35192","37182"
"09.06.2017 15:00 - 09.06.2017 15:30","35645","37558"
"09.06.2017 15:30 - 09.06.2017 16:00","36033","37977"
"09.06.2017 16:00 - 09.06.2017 16:30","35812","37899"
"09.06.2017 16:30 - 09.06.2017 17:00","35134","37511"
"09.06.2017 17:00 - 09.06.2017 17:30","34498","37312"
"09.06.2017 17:30 - 09.06.2017 18:00","33754","36878"
"09.06.2017 18:00 - 09.06.2017 18:30","33029","36323"
"09.06.2017 18:30 - 09.06.2017 19:00","32077","35704"
"09.06.2017 19:00 - 09.06.2017 19:30","31266","35020"
"09.06.2017 19:30 - 09.06.2017 20:00","30848","34267"
"09.06.2017 20:00 - 09.06.2017 20:30","30619","34114"
"09.06.2017 20:30 - 09.06.2017 21:00","29970","33575"
"09.06.2017 21:00 - 09.06.2017 21:30","28917","32922"
"09.06.2017 21:30 - 09.06.2017 22:00","27370","31617"
"09.06.2017 22:00 - 09.06.2017 22:30","25828","29051"
"09.06.2017 22:30 - 09.06.2017 23:00","24401","27488"
"09.06.2017 23:00 - 09.06.2017 23:30","23148","26167"
"09.06.2017 23:30 - 10.06.2017 00:00","22253","25260"
"10.06.2017 00:00 - 10.06.2017 00:30","21856","27079"
"10.06.2017 00:30 - 10.06.2017 01:00","21514","24346"
"10.06.2017 01:00 - 10.06.2017 01:30","21066","23381"
"10.06.2017 01:30 - 10.06.2017 02:00","20736","22860"
"10.06.2017 02:00 - 10.06.2017 02:30","20539","22224"
"10.06.2017 02:30 - 10.06.2017 03:00","20407","22001"
"10.06.2017 03:00 - 10.06.2017 03:30","20089","21175"
"10.06.2017 03:30 - 10.06.2017 04:00","19829","20616"
"10.06.2017 04:00 - 10.06.2017 04:30","19960","20413"
"10.06.2017 04:30 - 10.06.2017 05:00","20574","21032"
"10.06.2017 05:00 - 10.06.2017 05:30","21612","22202"
"10.06.2017 05:30 - 10.06.2017 06:00","22861","23758"
"10.06.2017 06:00 - 10.06.2017 06:30","24462","26688"
"10.06.2017 06:30 - 10.06.2017 07:00","26115","28429"
"10.06.2017 07:00 - 10.06.2017 07:30","27729","30616"
"10.06.2017 07:30 - 10.06.2017 08:00","29130","31771"
"10.06.2017 08:00 - 10.06.2017 08:30","30542","32919"
"10.06.2017 08:30 - 10.06.2017 09:00","31652","33335"
"10.06.2017 09:00 - 10.06.2017 09:30","31545","33106"
"10.06.2017 09:30 - 10.06.2017 10:00","31298","33535"
"10.06.2017 10:00 - 10.06.2017 10:30","31636","33679"
"10.06.2017 10:30 - 10.06.2017 11:00","31785","33839"
"10.06.2017 11:00 - 10.06.2017 11:30","31682","33683"
"10.06.2017 11:30 - 10.06.2017 12:00","31466","33667"
"10.06.2017 12:00 - 10.06.2017 12:30","31018","33339"
"10.06.2017 12:30 - 10.06.2017 13:00","30570","33037"
"10.06.2017 13:00 - 10.06.2017 13:30","30029","32081"
"10.06.2017 13:30 - 10.06.2017 14:00","29552","31666"
"10.06.2017 14:00 - 10.06.2017 14:30","29268","31398"
"10.06.2017 14:30 - 10.06.2017 15:00","29467","31207"
"10.06.2017 15:00 - 10.06.2017 15:30","29885","32209"
"10.06.2017 15:30 - 10.06.2017 16:00","30410","33026"
"10.06.2017 16:00 - 10.06.2017 16:30","30614","33627"
"10.06.2017 16:30 - 10.06.2017 17:00","30681","33875"
"10.06.2017 17:00 - 10.06.2017 17:30","30551","33827"
"10.06.2017 17:30 - 10.06.2017 18:00","30406","33171"
"10.06.2017 18:00 - 10.06.2017 18:30","30136","33024"
"10.06.2017 18:30 - 10.06.2017 19:00","29120","32385"
"10.06.2017 19:00 - 10.06.2017 19:30","28260","31819"
"10.06.2017 19:30 - 10.06.2017 20:00","27639","31069"
"10.06.2017 20:00 - 10.06.2017 20:30","27276","30843"
"10.06.2017 20:30 - 10.06.2017 21:00","27131","30761"
"10.06.2017 21:00 - 10.06.2017 21:30","26631","30440"
"10.06.2017 21:30 - 10.06.2017 22:00","25454","29541"
"10.06.2017 22:00 - 10.06.2017 22:30","24166","27703"
"10.06.2017 22:30 - 10.06.2017 23:00","23210","26400"
"10.06.2017 23:00 - 10.06.2017 23:30","22365","25130"
"10.06.2017 23:30 - 11.06.2017 00:00","21499","23907"
"11.06.2017 00:00 - 11.06.2017 00:30","21383","27141"
"11.06.2017 00:30 - 11.06.2017 01:00","21071","22420"
"11.06.2017 01:00 - 11.06.2017 01:30","20536","21668"
"11.06.2017 01:30 - 11.06.2017 02:00","20043","21126"
"11.06.2017 02:00 - 11.06.2017 02:30","19912","20655"
"11.06.2017 02:30 - 11.06.2017 03:00","19715","20379"
"11.06.2017 03:00 - 11.06.2017 03:30","19159","19815"
"11.06.2017 03:30 - 11.06.2017 04:00","18825","19151"
"11.06.2017 04:00 - 11.06.2017 04:30","18842","18804"
"11.06.2017 04:30 - 11.06.2017 05:00","19315","18925"
"11.06.2017 05:00 - 11.06.2017 05:30","20154","20038"
"11.06.2017 05:30 - 11.06.2017 06:00","20924","20671"
"11.06.2017 06:00 - 11.06.2017 06:30","21894","21873"
"11.06.2017 06:30 - 11.06.2017 07:00","23014","23501"
"11.06.2017 07:00 - 11.06.2017 07:30","24382","26099"
"11.06.2017 07:30 - 11.06.2017 08:00","25822","27408"
"11.06.2017 08:00 - 11.06.2017 08:30","27240","28503"
"11.06.2017 08:30 - 11.06.2017 09:00","28686","29316"
"11.06.2017 09:00 - 11.06.2017 09:30","29648","29704"
"11.06.2017 09:30 - 11.06.2017 10:00","30055","30598"
"11.06.2017 10:00 - 11.06.2017 10:30","30553","31478"
"11.06.2017 10:30 - 11.06.2017 11:00","30992","31905"
"11.06.2017 11:00 - 11.06.2017 11:30","31040","32432"
"11.06.2017 11:30 - 11.06.2017 12:00","30773","32483"
"11.06.2017 12:00 - 11.06.2017 12:30","30296","31886"
"11.06.2017 12:30 - 11.06.2017 13:00","29993","31573"
"11.06.2017 13:00 - 11.06.2017 13:30","29644","31105"
"11.06.2017 13:30 - 11.06.2017 14:00","29546","30883"
"11.06.2017 14:00 - 11.06.2017 14:30","29578","30424"
"11.06.2017 14:30 - 11.06.2017 15:00","29949","30468"
"11.06.2017 15:00 - 11.06.2017 15:30","30595","31343"
"11.06.2017 15:30 - 11.06.2017 16:00","31300","31930"
"11.06.2017 16:00 - 11.06.2017 16:30","31709","33016"
"11.06.2017 16:30 - 11.06.2017 17:00","31804","33172"
"11.06.2017 17:00 - 11.06.2017 17:30","31663","33075"
"11.06.2017 17:30 - 11.06.2017 18:00","31559","32820"
"11.06.2017 18:00 - 11.06.2017 18:30","31062","32712"
"11.06.2017 18:30 - 11.06.2017 19:00","30217","32079"
"11.06.2017 19:00 - 11.06.2017 19:30","29430","31736"
"11.06.2017 19:30 - 11.06.2017 20:00","28511","31132"
"11.06.2017 20:00 - 11.06.2017 20:30","27977","30767"
"11.06.2017 20:30 - 11.06.2017 21:00","27629","30074"
"11.06.2017 21:00 - 11.06.2017 21:30","26888","29978"
"11.06.2017 21:30 - 11.06.2017 22:00","25339","28449"
"11.06.2017 22:00 - 11.06.2017 22:30","23567","26388"
"11.06.2017 22:30 - 11.06.2017 23:00","22254","24618"
"11.06.2017 23:00 - 11.06.2017 23:30","21544","22109"
"11.06.2017 23:30 - 12.06.2017 00:00","21067","20911"
"12.06.2017 00:00 - 12.06.2017 00:30","20733","26635"
"12.06.2017 00:30 - 12.06.2017 01:00","20525","19715"
"12.06.2017 01:00 - 12.06.2017 01:30","20019","18791"
"12.06.2017 01:30 - 12.06.2017 02:00","19676","24499"
"12.06.2017 02:00 - 12.06.2017 02:30","19610","17503"
"12.06.2017 02:30 - 12.06.2017 03:00","19600","17405"
"12.06.2017 03:00 - 12.06.2017 03:30","19402","16968"
"12.06.2017 03:30 - 12.06.2017 04:00","19622","16807"
"12.06.2017 04:00 - 12.06.2017 04:30","20505","18113"
"12.06.2017 04:30 - 12.06.2017 05:00","22399","19312"
"12.06.2017 05:00 - 12.06.2017 05:30","25302","24564"
"12.06.2017 05:30 - 12.06.2017 06:00","28426","27580"
"12.06.2017 06:00 - 12.06.2017 06:30","31257","32171"
"12.06.2017 06:30 - 12.06.2017 07:00","32960","34132"
"12.06.2017 07:00 - 12.06.2017 07:30","33909","35800"
"12.06.2017 07:30 - 12.06.2017 08:00","34490","35876"
"12.06.2017 08:00 - 12.06.2017 08:30","35124","36701"
"12.06.2017 08:30 - 12.06.2017 09:00","35461","36818"
"12.06.2017 09:00 - 12.06.2017 09:30","35720","36577"
"12.06.2017 09:30 - 12.06.2017 10:00","36120","37499"
"12.06.2017 10:00 - 12.06.2017 10:30","36200","37697"
"12.06.2017 10:30 - 12.06.2017 11:00","36247","38168"
"12.06.2017 11:00 - 12.06.2017 11:30","36115","38156"
"12.06.2017 11:30 - 12.06.2017 12:00","35861","37797"
"12.06.2017 12:00 - 12.06.2017 12:30","35554","36450"
"12.06.2017 12:30 - 12.06.2017 13:00","35367","35853"
"12.06.2017 13:00 - 12.06.2017 13:30","35140","35215"
